	Cameron Esposito	Rhea Butcher	Chris Hardwick	Pete Holmes	Jesse Thorn	Ryan Sickler	Jay Larson	Jordan Morris	Randy Sklar	Jason Sklar	dates
0	0	0	0	0	8.100515504415108e-170	0	0	8.100515504415108e-170	0	0	2010-01-01
1	0	0	0	0	3.7094710524421876e-156	0	0	3.7094710524421876e-156	0	0	2010-02-01
2	0	0	1.2169737712862089e-177	0	4.936632101225519e-146	0	0	4.936632101225519e-146	0	0	2010-03-01
3	0	0	5.635362923783306e-132	0	2.1494576419259338e-117	0	0	2.1494576419259338e-117	0	0	2010-04-01
4	0	0	3.9081174190219624e-36	0	0.0074609995318391424	0	0	0.0074609995318391424	0.0	0.0	2010-05-01
5	0	0	6.563221779120581e-35	0	0.007573992306106613	0	0	0.007573992306106613	0.0	0.0	2010-06-01
6	0	0	0.00024072348620504268	0	0.00806426159546309	0	0	0.00806426159546309	0.0	0.0	2010-07-01
7	0	0	0.00026095381607416063	0	0.008476115581383841	0	0	0.008476115581383841	0.0	0.0	2010-08-01
8	0	0	0.008142509672233606	0	0.00899298953279135	0	0	0.00899298953279135	0.0	0.0	2010-09-01
9	0	0	0.008094225062444636	0	0.009064178477016821	0	0	0.009064178477016821	4.994772714727246e-05	4.994772714727246e-05	2010-10-01
10	0	0	0.007862812034172294	0	0.008970665757086257	0	0	0.008970665757086257	4.569993277163895e-05	4.569993277163895e-05	2010-11-01
11	0	0	0.007745546780819743	0	0.00891446085644467	0	0	0.00891446085644467	4.3498293056555696e-05	4.3498293056555696e-05	2010-12-01
12	0	0	0.007820689463253785	0	0.009331265637131466	0	0	0.009331265637131466	4.342318114584539e-05	4.342318114584539e-05	2011-01-01
13	0	0	0.007963036319234645	0	0.009400993519033566	0	0	0.009400993519033566	4.325304303774221e-05	4.325304303774221e-05	2011-02-01
14	0	0	0.0083116650236569	0	0.009523206587321791	0	0	0.009523206587321791	4.514299780086978e-05	4.514299780086978e-05	2011-03-01
15	0	0	0.008632895817015845	0	0.01003855500958776	0	0	0.01003855500958776	4.688683518008199e-05	4.688683518008199e-05	2011-04-01
16	0	0	0.009607441384020757	0	0.010277186728546134	0	0	0.010277186728546134	5.481397085008656e-05	5.481397085008656e-05	2011-05-01
17	0	0	0.0097128541220607	0	0.010081885443675867	0	0	0.010081885443675867	0.00010350116935837235	0.00010350116935837235	2011-06-01
18	0	0	0.010035212321300519	0	0.01018520253022764	0	0	0.01018520253022764	0.00010357339100196204	0.00010357339100196204	2011-07-01
19	0	0	0.01117042369155754	0.0	0.010642676498223907	0	0	0.010642676498223907	0.00011515022240815417	0.00011515022240815417	2011-08-01
20	0	0	0.011425281311689139	0.0	0.011141026689441192	0	0	0.011141026689441192	0.00022776057975729987	0.00022776057975729987	2011-09-01
21	0	0	0.023362006357213895	0.0	0.012506718257228462	0	0	0.012506718257228462	0.0003556097495083994	0.0003556097495083994	2011-10-01
22	0	0	0.024390404247389457	0.00024481787782648374	0.01367223619451398	0	0	0.01367223619451398	0.0003830997940576504	0.0003830997940576504	2011-11-01
23	0	0	0.02483593364325391	0.004633686806683219	0.013636934852885146	0	0	0.013636934852885146	0.00039630747677712796	0.00039630747677712796	2011-12-01
24	0	0	0.03537357548894814	0.005107185548725207	0.015053366576742293	0	0	0.015053366576742293	0.0005107189399602544	0.0005107189399602544	2012-01-01
25	0	0	0.04113210501906376	0.006735612491737342	0.02601991233861114	0	0	0.02601991233861114	0.0006829818650611289	0.0006829818650611289	2012-02-01
26	0	0	0.045702412981288756	0.01241017098690088	0.034355079165176806	0	0	0.034355079165176806	0.0008252105330384206	0.0008252105330384206	2012-03-01
27	0	0	0.057119851869707715	0.018416837442189735	0.035828076972053854	0	0	0.035828076972053854	0.0009831805480801847	0.0009831805480801847	2012-04-01
28	0	0	0.061068724755281224	0.020896357796305356	0.037496529420823495	0	0	0.037496529420823495	0.001320460724102482	0.001320460724102482	2012-05-01
29	0	0	0.07431223687704189	0.02370815924453595	0.04086114667197428	1.966202794925416e-217	1.966202794925416e-217	0.04086114667197428	0.0015603248223048114	0.0015603248223048114	2012-06-01
30	0	0	0.08945670457012175	0.025540761215834408	0.049578354564242096	0.00020025410952228685	0.00020025410952228685	0.049578354564242096	0.0020342248864713237	0.0020342248864713237	2012-07-01
31	0	0	0.10474944185608251	0.03538488693384363	0.05980069030533184	0.0005954831451975928	0.0005954831451975928	0.05980069030533184	0.00288857785653104	0.00288857785653104	2012-08-01
32	0	0	0.13274694975863305	0.038589989145411806	0.06275688355626517	0.0016986631155676052	0.0016986631155676052	0.06275688355626517	0.003542840095077967	0.003542840095077967	2012-09-01
33	0	0	0.17114712260338802	0.046796809513806124	0.06604683901116015	0.0025718645166611944	0.0025718645166611944	0.06604683901116015	0.004269289688716272	0.004269289688716272	2012-10-01
34	0	0	0.1786064368043363	0.053031111733707045	0.07178525179039467	0.004643515654426702	0.004643515654426702	0.07178525179039467	0.004542154430981791	0.004542154430981791	2012-11-01
35	0	0	0.21394512072411204	0.06079029500056188	0.07823656037363937	0.005605414915503088	0.005605414915503088	0.07823656037363937	0.005166042429837167	0.005166042429837167	2012-12-01
36	0	0	0.2201826633602719	0.06711988687008312	0.07993877805005827	0.009399788252510028	0.009399788252510028	0.07993877805005827	0.0051718598204568405	0.0051718598204568405	2013-01-01
37	0.009036155317863448	0.009036155317863448	0.2317089714954801	0.07229271765997311	0.07783953038509031	0.009111489139745873	0.009111489139745873	0.07783953038509031	0.005213021169163167	0.005213021169163167	2013-02-01
38	0.01942580832667191	0.01942580832667191	0.22845002644722123	0.07279808425425921	0.07822700314009785	0.008923458918715066	0.008923458918715066	0.07822700314009785	0.0050765690082864735	0.0050765690082864735	2013-03-01
39	0.027081865107837815	0.027081865107837815	0.21822429908882648	0.07451578602002036	0.07807245686965436	0.009382714762893098	0.009382714762893098	0.07807245686965436	0.005017093207291384	0.005017093207291384	2013-04-01
40	0.04755800263989519	0.04755800263989519	0.1833214445173871	0.07663204541655406	0.07720749615124708	0.01153934736733978	0.01153934736733978	0.07720749615124708	0.004775819599267651	0.004775819599267651	2013-05-01
41	0.0625853431440822	0.0625853431440822	0.1737118631723406	0.07713246737373008	0.07503086555384351	0.01135550243424051	0.01135550243424051	0.07503086555384351	0.004523588010573183	0.004523588010573183	2013-06-01
42	0.07133773750502966	0.07133773750502966	0.16742015963967455	0.077492389152744	0.07243100810061648	0.01059854648787426	0.01059854648787426	0.07243100810061648	0.004243997153539888	0.004243997153539888	2013-07-01
43	0.08043942241290744	0.08043942241290744	0.1506842847152049	0.07522649021434052	0.06896858733385204	0.011494921437190242	0.011494921437190242	0.06896858733385204	0.0043807299736224135	0.0043807299736224135	2013-08-01
44	0.08673900376690209	0.08673900376690209	0.14405086515636614	0.07240598544330787	0.06767937947392416	0.016060968249650878	0.016060968249650878	0.06767937947392416	0.004177595118371335	0.004177595118371335	2013-09-01
45	0.09394520380933033	0.09394520380933033	0.13774186816465234	0.07270023181533627	0.06544054415084209	0.015726118857537438	0.015726118857537438	0.06544054415084209	0.003985109316741894	0.003985109316741894	2013-10-01
46	0.10011838993421528	0.10011838993421528	0.1348428411116447	0.07261936884451961	0.06219813922215106	0.01754833277331855	0.01754833277331855	0.06219813922215106	0.003791224031352751	0.003791224031352751	2013-11-01
47	0.10312001490765281	0.10312001490765281	0.12976754253663186	0.0704812521578499	0.058700261033173814	0.019578384495758695	0.019578384495758695	0.058700261033173814	0.0035803271757121023	0.0035803271757121023	2013-12-01
48	0.10068526437881731	0.10068526437881731	0.12693678285858104	0.06891094974862495	0.05884442719053786	0.019849742463327304	0.019849742463327304	0.05884442719053786	0.003421106260924864	0.003421106260924864	2014-01-01
49	0.104608672921411	0.104608672921411	0.11575214318247228	0.0689865463061681	0.05653100729034197	0.02075664289160126	0.02075664289160126	0.05653100729034197	0.003193999821437477	0.003193999821437477	2014-02-01
50	0.10654220151425832	0.10654220151425832	0.10705577209067643	0.06781535397849499	0.05438272692447752	0.022946767421353646	0.022946767421353646	0.05438272692447752	0.0029708536991413146	0.0029708536991413146	2014-03-01
51	0.10872235180395758	0.10872235180395758	0.10152196851975437	0.06687013829811987	0.05122217417245508	0.02362750320656427	0.02362750320656427	0.05122217417245508	0.002771644110091414	0.002771644110091414	2014-04-01
52	0.10997220308934652	0.10997220308934652	0.09783082961439148	0.06573620223841971	0.04967028314516063	0.024743309057076456	0.024743309057076456	0.04967028314516063	0.0026849215053308105	0.0026849215053308105	2014-05-01
53	0.11007170117731077	0.11007170117731077	0.0972023070435616	0.06452785645887713	0.04783861499269843	0.024753598544253224	0.024753598544253224	0.04783861499269843	0.0025895515743387504	0.0025895515743387504	2014-06-01
54	0.10799669185604081	0.10799669185604081	0.09818080652574286	0.06357027768478987	0.045983820947750484	0.02476219535279487	0.02476219535279487	0.045983820947750484	0.0024942559737287	0.0024942559737287	2014-07-01
55	0.10871906998167429	0.10871906998167429	0.0962887621663271	0.06163410159517389	0.04474077221167375	0.02417877431030608	0.02417877431030608	0.04474077221167375	0.002379715132738527	0.002379715132738527	2014-08-01
56	0.10729998869865104	0.10729998869865104	0.09364204097660334	0.06073257155557312	0.04314597265572584	0.025359334698887678	0.025359334698887678	0.04314597265572584	0.0022959473455489493	0.0022959473455489493	2014-09-01
57	0.1087850757307836	0.1087850757307836	0.08960155091237082	0.05934179151889074	0.04189676523597321	0.02522816359080227	0.02522816359080227	0.04189676523597321	0.0021871629837643884	0.0021871629837643884	2014-10-01
58	0.10796466415014923	0.10796466415014923	0.08846932889798123	0.05876995974267687	0.04105181043667212	0.025495201451144936	0.025495201451144936	0.04105181043667212	0.0021157314754726257	0.0021157314754726257	2014-11-01
59	0.10764114997746459	0.10764114997746459	0.08632449758907018	0.05725617945629307	0.04034012679974667	0.026156123976176303	0.026156123976176303	0.04034012679974667	0.0020881197716541375	0.0020881197716541375	2014-12-01
60	0.10517834595884702	0.10517834595884702	0.08616031921151446	0.05644561769963657	0.03999478540446783	0.026064837822205804	0.026064837822205804	0.03999478540446783	0.0021132886371765017	0.0021132886371765017	2015-01-01
61	0.10316889299277648	0.10316889299277648	0.08572638196411002	0.05559449871211448	0.03980228342608769	0.02601912634426925	0.02601912634426925	0.03980228342608769	0.0020568572157261583	0.0020568572157261583	2015-02-01
62	0.10064812087696584	0.10064812087696584	0.08428752288863856	0.055108374163368834	0.040082183588825274	0.026844769539938914	0.026844769539938914	0.040082183588825274	0.0020066856618393076	0.0020066856618393076	2015-03-01
63	0.09879279468389822	0.09879279468389822	0.08315126575175669	0.05426221502536712	0.03878697260478738	0.026921499610459462	0.026921499610459462	0.03878697260478738	0.0019296789889457957	0.0019296789889457957	2015-04-01
64	0.09659850903343326	0.09659850903343326	0.08573521167305029	0.05423331706356302	0.03874851158915933	0.026710483054781624	0.026710483054781624	0.03874851158915933	0.001899905183975511	0.001899905183975511	2015-05-01
65	0.09613335113312756	0.09613335113312756	0.08226458839697184	0.05315294807629475	0.03921942503616917	0.027485486159051154	0.027485486159051154	0.03921942503616917	0.0018968626026575498	0.0018968626026575498	2015-06-01
66	0.09636944928693217	0.09636944928693217	0.07959612783427887	0.052724011352203774	0.03878823371788887	0.02726724254475357	0.02726724254475357	0.03878823371788887	0.0018367298665188155	0.0018367298665188155	2015-07-01
67	0.09477613073099347	0.09477613073099347	0.07895049678713661	0.05245076600138929	0.03824889367504889	0.02743253347543581	0.02743253347543581	0.03824889367504889	0.0017936677529822	0.0017936677529822	2015-08-01
68	0.09485361310221453	0.09485361310221453	0.0768913376024351	0.051806293424347026	0.037308505415632534	0.027598350457130088	0.027598350457130088	0.037308505415632534	0.0017517850684984084	0.0017517850684984084	2015-09-01
69	0.0954615410272273	0.0954615410272273	0.07523147223353349	0.051539615868262036	0.03606762565629565	0.02823577843216595	0.02823577843216595	0.03606762565629565	0.0017183064595398122	0.0017183064595398122	2015-10-01
70	0.09494859380333578	0.09494859380333578	0.07547929096467514	0.051213906523625605	0.035571251540895785	0.028775583698308706	0.028775583698308706	0.035571251540895785	0.0016847032381233442	0.0016847032381233442	2015-11-01
71	0.09457778756892041	0.09457778756892041	0.07533489615461308	0.05129057000419667	0.03504497758367293	0.02894918270134463	0.02894918270134463	0.03504497758367293	0.0016566848698136305	0.0016566848698136305	2015-12-01
72	0.09313296706524227	0.09313296706524227	0.0747556727309325	0.05133373367677372	0.034617520844623155	0.02906392017147404	0.02906392017147404	0.034617520844623155	0.0016145904864827347	0.0016145904864827347	2016-01-01
73	0.09135890404315186	0.09135890404315186	0.07324819710368244	0.050676379927860185	0.033773302931287254	0.029474681538768793	0.029474681538768793	0.033773302931287254	0.001579230155344605	0.001579230155344605	2016-02-01
74	0.09070967160834376	0.09070967160834376	0.07039038957933383	0.0497286639596838	0.0339230668565811	0.030283467712706128	0.030283467712706128	0.0339230668565811	0.001533294924808891	0.001533294924808891	2016-03-01
75	0.0902595575474811	0.0902595575474811	0.06985885384279628	0.04928029422261198	0.03332520961479752	0.03010310999297135	0.03010310999297135	0.03332520961479752	0.0015054220270947498	0.0015054220270947498	2016-04-01
76	0.08795419251204077	0.08795419251204077	0.06871174052252188	0.049210889041292484	0.03366069277540785	0.029711030718387793	0.029711030718387793	0.03366069277540785	0.0014672458907219158	0.0014672458907219158	2016-05-01
77	0.08716126385419005	0.08716126385419005	0.06614764864735866	0.04844288711136133	0.03398037885162471	0.030072820093589022	0.030072820093589022	0.03391497139652397	0.0014143435977227435	0.0014143435977227435	2016-06-01
78	0.08654779095489971	0.08654779095489971	0.06295315300330476	0.04819626983854048	0.03432563126364236	0.030366049004984866	0.030366049004984866	0.03394884110552991	0.0013698171559569728	0.0013698171559569728	2016-07-01
79	0.0862308916413158	0.0862308916413158	0.061331476871732224	0.04799681748807876	0.035026061245432706	0.03077207747009434	0.03077207747009434	0.03393958323738041	0.0013378242231397188	0.0013378242231397188	2016-08-01
80	0.08528118970671063	0.08528118970671063	0.05972422507465806	0.04729923302305738	0.03546917315987689	0.03082523583176753	0.03082523583176753	0.03360523310083218	0.0013049688743105774	0.0013049688743105774	2016-09-01
81	0.08452695869538328	0.08452695869538328	0.05778657868142432	0.046735451186525015	0.03533166284519891	0.030992238121032026	0.030992238121032026	0.03325589013857889	0.0014699564913352916	0.0014699564913352916	2016-10-01
82	0.0829199015902081	0.0829199015902081	0.05653579051799603	0.046116025012879334	0.036074373733129966	0.03050461047784286	0.03050461047784286	0.03350881180717061	0.00216121003075862	0.00216121003075862	2016-11-01
83	0.08163807071042396	0.08163807071042396	0.05568018386610288	0.04582059813290143	0.03641139114691914	0.03077401221729343	0.03077401221729343	0.03343312028885246	0.0024800253832890987	0.0024800253832890987	2016-12-01
84	0.08037721259413809	0.08037721259413809	0.05475323590950185	0.04531911969879025	0.035854621278181106	0.030704343609563783	0.030704343609563783	0.03273863805298301	0.0029889171332893216	0.0029889171332893216	2017-01-01
85	0.07861734691628496	0.07861734691628496	0.05365627495858962	0.04482393887494502	0.03574292841001812	0.030859100915042965	0.030859100915042965	0.03255264275837742	0.004267625720437818	0.004267625720437818	2017-02-01
86	0.07614190181281384	0.07614190181281384	0.052378670006110996	0.0440862154211571	0.036234280997359376	0.03052377276900048	0.03052377276900048	0.032256571674406063	0.005729744856996318	0.005729744856996318	2017-03-01
87	0.07493691314517954	0.07493691314517954	0.05109675557829272	0.04302731631621546	0.035438798384127855	0.030270741153765747	0.030270741153765747	0.03133440096680611	0.007805927252002351	0.007805927252002351	2017-04-01
88	0.07238577044511228	0.07238577044511228	0.050281854079169436	0.042318356068071876	0.034759439902186245	0.03072866540107446	0.03072866540107446	0.03063174787725401	0.009733705219627672	0.009733705219627672	2017-05-01
89	0.07023870845772352	0.07023870845772352	0.048673391002804635	0.041626767740593026	0.03460903368490495	0.031143726501265758	0.031143726501265758	0.029843537966952858	0.011285576886491998	0.011285576886491998	2017-06-01
90	0.06793022460744619	0.06793022460744619	0.04786253010792932	0.04105637939776032	0.03445524905851167	0.030939165905711788	0.030939165905711788	0.029450078672141118	0.012381766088695982	0.012381766088695982	2017-07-01
91	0.06601051422837322	0.06601051422837322	0.04707406864935953	0.04056094904036581	0.03453780826973481	0.031105703631242272	0.031105703631242272	0.029190629690142578	0.013202947179557016	0.013202947179557016	2017-08-01
92	0.06480626175802946	0.06433363701145926	0.04643379706153223	0.04026951455146095	0.03467412089253921	0.030951866141370996	0.030951866141370996	0.0289386288233814	0.01417361834049341	0.01417361834049341	2017-09-01
93	0.06236402002208166	0.06177348075318029	0.04512226534755707	0.03935430761616346	0.03358756580435388	0.030330233984538733	0.030330233984538733	0.02793562730124584	0.015632929834579774	0.015632929834579774	2017-10-01
94	0.0605875049243817	0.05974066341633198	0.043892354355356385	0.03887432821188728	0.033268306887227254	0.02975339536752819	0.02975339536752819	0.02723130467811236	0.0170681743579793	0.0170681743579793	2017-11-01
95	0.05902648891863282	0.05812986458891874	0.04281424803549117	0.03807725052972797	0.0331340047186135	0.029065664415144216	0.029065664415144216	0.02691834046290943	0.01822904102555409	0.01822904102555409	2017-12-01
96	0.0572854238894173	0.056301427062271724	0.04165202559892682	0.037560479859779956	0.033011531309646375	0.028508445630595253	0.028508445630595253	0.026712488771750583	0.018833733675240247	0.018833733675240247	2018-01-01
97	0.054659617000553475	0.05373289991226458	0.04082315591954174	0.03693100754295791	0.03304054748684388	0.027975723898443768	0.027975723898443768	0.026109726815302114	0.02041588851443847	0.02041588851443847	2018-02-01
98	0.05273203448977885	0.051849543595714066	0.039863779402265355	0.036266987157500784	0.032501422067868525	0.02746237245972488	0.02746237245972488	0.025478043500856296	0.021002040178127023	0.021002040178127023	2018-03-01
99	0.05200027197978441	0.051002274661622694	0.03919639362463713	0.03551950814389363	0.032055085973225865	0.02679717912348092	0.02679717912348092	0.025071847542420166	0.021921247372203845	0.021921247372203845	2018-04-01
100	0.05088683826263568	0.049642446036680526	0.039097350243248306	0.03497563836955122	0.03178971970073325	0.026261882835948082	0.026261882835948082	0.024492461328118727	0.02247723960052493	0.02247723960052493	2018-05-01
